,price_steel,price_rebar,price_glass,price_concrete,price_plywood
2017-11-09,,,,23.6,15.166666666666664
2017-11-10,,,,,
2017-11-13,,,,23.6,16.5
2017-11-14,,,,25.0,15.7
2017-11-15,,,,25.0,14.75
2017-11-16,,31.25,,28.5,12.0
2017-11-17,,31.83333333333333,,28.5,11.625
2017-11-20,,39.5,,28.0,11.7
2017-11-21,,42.0,,30.0,11.375
2017-11-22,,42.0,,,11.1
2017-11-24,,,,,
2017-11-27,,28.0,,29.0,11.125
2017-11-28,26.0,28.0,,29.0,11.125
2017-11-29,25.0,27.0,,32.5,10.5
2017-11-30,25.0,23.0,,32.5,10.5
2017-12-01,25.0,23.0,,32.5,9.5
2017-12-04,25.0,22.0,,32.5,13.0
2017-12-05,25.0,21.5,,33.0,10.5
2017-12-06,25.0,,,,
2017-12-07,25.0,27.0,,37.0,16.0
2017-12-08,23.0,27.0,,45.0,19.0
2017-12-11,24.0,27.0,,45.0,17.0
2017-12-12,24.0,27.0,,45.0,16.5
2017-12-13,24.0,26.0,,35.666666666666664,16.5
2017-12-14,24.0,26.0,,35.666666666666664,15.0
2017-12-15,21.0,22.5,,35.666666666666664,14.0
2017-12-18,21.0,,,,
2017-12-19,21.0,25.5,,27.33333333333333,13.666666666666664
2017-12-20,21.0,22.875,,27.33333333333333,14.0
2017-12-21,21.0,22.875,,,14.0
2017-12-22,21.0,22.125,,,14.0
2017-12-26,21.0,,,,
2017-12-27,21.0,27.66666666666667,,,15.166666666666664
2017-12-28,21.0,30.33333333333333,,26.5,16.5
2017-12-29,21.0,37.5,,24.5,15.5
2018-01-02,21.0,37.5,,24.0,13.5
2018-01-03,21.0,37.333333333333336,,24.5,15.0
2018-01-04,21.5,37.333333333333336,,24.5,15.0
2018-01-05,21.5,,,,
2018-01-08,21.75,,,,
2018-01-09,21.75,38.0,,22.5,17.166666666666668
2018-01-10,21.75,38.0,,22.5,13.833333333333336
2018-01-11,21.75,38.0,,22.5,13.833333333333336
2018-01-12,21.75,37.0,,22.5,14.125
2018-01-16,22.0,22.33333333333333,,22.5,15.75
2018-01-17,21.83333333333333,22.33333333333333,,22.5,15.75
2018-01-18,21.166666666666668,20.0,,22.5,15.75
2018-01-19,20.83333333333333,20.33333333333333,,22.5,13.833333333333336
2018-01-22,18.83333333333333,20.875,,22.5,14.0
2018-01-23,18.5,15.25,,22.5,14.0
2018-01-24,18.5,17.8,,22.5,14.0
2018-01-25,18.166666666666668,17.8,,22.5,12.625
2018-01-26,18.166666666666668,18.125,,22.5,12.1
2018-01-29,17.333333333333332,15.0,,22.5,11.666666666666664
2018-01-30,13.375,14.0,,,12.166666666666664
2018-01-31,13.375,13.875,,,12.166666666666664
2018-02-01,13.25,15.5,,,11.25
2018-02-02,13.25,14.375,,,11.875
2018-02-05,12.875,19.25,,,12.5
2018-02-06,,20.5,,,12.5
2018-02-07,,20.5,,,13.0
2018-02-08,,25.0,,,13.0
2018-02-09,,24.0,,,12.5
2018-02-12,,22.0,,,12.25
2018-02-13,,21.5,,,12.25
2018-02-14,,18.25,,,12.25
2018-02-15,,16.5,,,12.25
2018-02-16,,15.4,,,12.5
2018-02-20,,20.666666666666668,,,13.166666666666664
2018-02-21,,,,,12.0
2018-02-22,,,,,10.5
2018-02-23,,,,,11.0
2018-02-26,,,,,11.666666666666664
2018-02-27,,15.0,,,10.0
2018-02-28,,15.0,,,9.8
2018-03-01,,14.5,,,9.8
2018-03-02,,14.0,,,9.8
2018-03-05,,13.5,,,11.375
2018-03-06,,13.0,,,10.5
2018-03-07,,,,,
2018-03-08,,,,,
2018-03-09,,,,,
2018-03-12,,16.5,,,12.333333333333336
2018-03-13,,16.5,,,12.333333333333336
2018-03-14,,16.5,,,10.0
2018-03-15,,17.5,,,9.375
2018-03-16,,20.5,,,9.0
2018-03-19,,18.83333333333333,,,11.0
2018-03-20,,18.83333333333333,,,10.3
2018-03-21,,17.0,,,9.714285714285714
2018-03-22,,25.0,,,9.714285714285714
2018-03-23,,29.33333333333333,,,10.25
2018-03-26,,55.0,,,10.875
2018-03-27,,55.0,,,10.6
2018-03-28,,,,,10.6
2018-03-29,,,,,10.4
2018-03-30,,,,,9.333333333333334
2018-04-02,,,,,
2018-04-03,,,,,11.333333333333336
2018-04-04,,,,,10.7
2018-04-05,,,,,10.5
2018-04-06,,,,,10.5
2018-04-09,,46.5,,,12.0
2018-04-10,,38.0,,,10.833333333333336
2018-04-11,,34.0,,,10.833333333333336
2018-04-12,,31.5,,,10.625
2018-04-13,,31.0,,,10.625
2018-04-16,,31.0,,,11.5
2018-04-17,,17.5,,,11.166666666666664
2018-04-18,12.25,17.5,,,11.5
2018-04-19,12.25,16.5,,,11.5
2018-04-20,12.25,22.25,,,12.666666666666664
2018-04-23,13.75,20.5,,,14.666666666666664
2018-04-24,14.0,15.25,38.0,,14.666666666666664
2018-04-25,14.125,18.0,38.0,,13.5
2018-04-26,14.125,16.5,34.0,,14.0
2018-04-27,14.125,17.0,34.0,,15.5
2018-04-30,13.5,14.0,34.0,,15.5
2018-05-01,13.5,9.0,34.0,,14.5
2018-05-02,13.0,8.5,34.0,,14.5
2018-05-03,13.0,9.0,34.0,,14.125
2018-05-04,12.25,7.5,34.0,,13.8
2018-05-07,12.0,7.5,34.0,,13.75
2018-05-08,12.0,8.0,34.0,,14.25
2018-05-09,11.0,8.0,34.0,,14.25
2018-05-10,8.75,8.0,34.0,,14.0
2018-05-11,8.75,8.0,34.0,,14.4
2018-05-14,8.666666666666666,10.0,34.0,,14.25
2018-05-15,8.666666666666666,11.0,34.0,,14.25
2018-05-16,8.666666666666666,,34.0,,13.625
2018-05-17,8.666666666666666,,34.0,,12.4
2018-05-18,8.666666666666666,23.0,34.0,,12.4
2018-05-21,8.5,,34.0,,14.666666666666664
2018-05-22,8.5,,34.0,,14.666666666666664
2018-05-23,8.5,,34.0,,14.416666666666664
2018-05-24,8.5,,34.0,,14.6
2018-05-25,8.5,,34.0,,15.125
2018-05-29,8.75,,34.0,48.0,12.0
2018-05-30,8.75,,34.0,48.0,13.2
2018-05-31,8.75,,34.0,48.0,13.5
2018-06-01,,,,,
2018-06-04,,,,,
2018-06-05,,,,,
2018-06-06,,,,,
2018-06-07,,,,,
2018-06-08,,,,,
2018-06-11,,,,,
2018-06-12,,,,,
2018-06-13,,,,,
2018-06-14,,,,,
2018-06-15,,,,,
2018-06-18,,,,,
2018-06-19,,,,,
